filename,Code,Replicate,3a7a12k_taurine_14542,Di_taurine_19595,Tri_taurine_20369,3a12k_taurine_22309,Tri_glycine_25947,Di_glycine_27361,Di_taurine_29331,Di_taurine_30261,Di_glycine_34166,Di_glycine_34738,Mono_taurine_35357,Mono_glycine_38634
P1_H12_cluster838_A0A3D3YKZ5_rep3,A0A3D3YKZ5,rep3,0,0,0,0,0,578.1165,99.54005,0,81.45468,0,57.29205,61.77093
P1_H2_cluster47_A0A2T3FKY8,A0A2T3FKY8,rep1,28355.295,0,0,17889.445,0,41430.57,22390.871,0,34534.324,0,6056.708,143338.55
P1_H2_cluster47_A0A2T3FKY8_rep2,A0A2T3FKY8,rep2,1587.973,0,0,3360.15,0,2541.943,1996.582,0,2583.664,0,7183.714,11770.893
P1_H2_cluster47_A0A2T3FKY8_rep3,A0A2T3FKY8,rep3,76282990,0,0,76578550,0,943785.6,9585195,13283.9,1933102.8,1115340.2,56287524,1310915.9
P1_H3_cluster103_A0A349QN89,A0A349QN89,rep1,69616840,4787.407,0,59287176,427016.94,3377407.2,26358956,6710.645,2265173.2,1590525.1,51110436,4143767
P1_H3_cluster103_A0A349QN89_rep2,A0A349QN89,rep2,3065.2,0,0,5339.657,0,3709.993,6274.676,0,13168.716,0,9880.186,28017.16
P1_H3_cluster103_A0A349QN89_rep3,A0A349QN89,rep3,21359.86,0,0,29216.43,0,30435.17,38993.71,0,32994.62,0,63838.2,92740.43
P1_H4_cluster168_A0A1C6A728,A0A1C6A728,rep1,1465472.2,9737.214,0,44274044,143091.16,4138411.5,32415696,3980.561,14207410,2352689.5,21871584,15150646
P1_H4_cluster168_A0A1C6A728_rep2,A0A1C6A728,rep2,45056.9,0,0,49505.65,0,24002.71,68288.09,0,31618.98,0,92220.31,124565.7
P1_H4_cluster168_A0A1C6A728_rep3,A0A1C6A728,rep3,9065.446,0,0,4472.495,0,16272.221,4568.18,0,19158.605,0,8653.8,35019.086
P1_H5_cluster213_A0A0F5JPH2,A0A0F5JPH2,rep1,95684180,0,0,19264070,0,13284432,17479262,0,25124400,2525431,3102317,18504988
P1_H5_cluster213_A0A0F5JPH2_rep2,A0A0F5JPH2,rep2,174767.27,0,0,78076.305,0,57820.82,147131.06,0,61957.15,3086.905,111372.555,334653.34
P1_H5_cluster213_A0A0F5JPH2_rep3,A0A0F5JPH2,rep3,116378160,0,0,38198304,0,10640023,20134948,0,33183970,3028757,3894499,23478212
P1_H6_cluster257_A0A396KEZ6,A0A396KEZ6,rep1,47840580,6372.354,0,23824804,0,1397485.9,18435376,5280.587,2074904.1,273171.44,20342978,2117185
P1_H6_cluster257_A0A396KEZ6_rep2,A0A396KEZ6,rep2,86775040,7635.506,0,78646530,0,1967852,22222182,27186.75,5885270.5,1105960.1,75462000,8803972
P1_H6_cluster257_A0A396KEZ6_rep3,A0A396KEZ6,rep3,3576807,0,0,4717145,0,42879.582,5251352,912.6156,234304.86,21376.21,413517.6,57525.047
P1_H7_cluster308_A0A3E4LQA4,A0A3E4LQA4,rep1,51257850,0,0,56565310,0,1145502.2,17586950,16286.94,1878276.9,578641.5,39146360,1617072.1
P1_H7_cluster308_A0A3E4LQA4_rep2,A0A3E4LQA4,rep2,50003384,3110.707,0,63781404,0,1330719,22920304,20155.855,2385959,765773.4,20614072,1656837.9
P1_H7_cluster308_A0A3E4LQA4_rep3,A0A3E4LQA4,rep3,3448542.8,0,0,2380575.5,0,192826.6,8386871,1076.8,887582.9,108460.9,2614859.8,286425.3
P1_H8_cluster387_A0A316LWP8,A0A316LWP8,rep1,1602855.6,4294.007,0,88206820,0,1928983.2,7362577.5,24725.592,3732410.2,2716496,27247176,5360292
P1_H8_cluster387_A0A316LWP8_rep2,A0A316LWP8,rep2,88367736,4905.527,0,86389090,99662.734,2148574.5,7136473,19921.277,2872480,2986874.5,68911670,8213339.5
P1_H8_cluster387_A0A316LWP8_rep3,A0A316LWP8,rep3,89062744,0,0,90003480,0,3449488,67607336,16484.16,2345610.2,3320829.2,59968224,7425654.5
P1_H9_cluster422_A0A3D4LSP0,A0A3D4LSP0,rep1,84730340,8465.863,0,41941092,591913.44,7944772.5,7890001,0,16569928,1458921,47177090,16818478
P1_H9_cluster422_A0A3D4LSP0_rep2,A0A3D4LSP0,rep2,7798.583,0,0,8580.053,0,14441.837,10829.705,0,20446.688,0,18914.59,37656.58
P1_H9_cluster422_A0A3D4LSP0_rep3,A0A3D4LSP0,rep3,144215380,38622.63,0,153746750,2004067.6,11596102,27465288,0,26589942,2083202.8,78818104,20745362
P2_A1_cluster870_A0A1Q6SNA2,A0A1Q6SNA2,rep1,16309.74,0,0,26554.5,0,10474.78,41470.79,0,14264.26,0,29158.36,45184.93
P2_A1_cluster870_A0A1Q6SNA2_rep2,A0A1Q6SNA2,rep2,6831.324,0,0,8066.774,0,8028.743,9925.91,0,18995.732,0,28357.57,128109.2
P2_A1_cluster870_A0A1Q6SNA2_rep3,A0A1Q6SNA2,rep3,655.5127,0,0,1445.0062,0,1123.8717,2553.4082,0,3430.993,0,678.3343,2645.733
P2_A2_Lysinibacillus_PVA_P12256,P12256,rep1,42439.04,0,0,45062.75,0,38910.71,55226.97,0,40231.85,0,57729.66,160485.84
P2_A2_Lysinibacillus_PVA_P12256_rep2,P12256,rep2,123923430,26165.71,0,155057580,681078.1,9260708,24359656,0,23039676,1669458.6,75595260,31220488
P2_A2_Lysinibacillus_PVA_P12256_rep3,P12256,rep3,3688.094,0,0,7490.065,0,13228.293,10052.356,0,13317.623,0,18098.674,48214.652
P2_A3_Prosthecochloris_A0A317T5Z6,A0A317T5Z6,rep1,39321.6,0,0,13749.96,0,23061.2,13242.02,0,10977.79,0,19324.15,49282.37
P2_A3_Prosthecochloris_A0A317T5Z6_rep2,A0A317T5Z6,rep2,26968.73,0,0,29663.1,0,21714.09,21563.53,0,13153.43,0,22734.36,52544.12
P2_A3_Prosthecochloris_A0A317T5Z6_rep3,A0A317T5Z6,rep3,15953.18,0,0,27036.18,0,18996.7,37474.37,0,31068.87,0,56268.33,115718.94
P2_A4_Moorena_SIO4A1_A0A6B3MYR8,A0A6B3MYR8,rep1,1508.539,0,0,1210.439,0,4946.084,1579.374,0,9051.106,0,3729.652,19518.883
P2_A4_Moorena_SIO4A1_A0A6B3MYR8_rep2,A0A6B3MYR8,rep2,615.0626,0,0,1244.4316,0,2417.6426,0,0,2974.3022,0,1783.8654,11843.097
P2_A4_Moorena_SIO4A1_A0A6B3MYR8_rep3,A0A6B3MYR8,rep3,4208.972,0,0,8307.716,0,11605.273,10285.854,0,12988.759,0,16391.13,29248.13
P2_A5_empty_vector_control,Negative_ctrl_1,rep1,18238.62,0,0,18325.63,0,11595.21,25098.91,0,14766.8,0,32896.01,115905.73
P2_A5_empty_vector_control_rep2,Negative_ctrl_1,rep2,112858470,29981.13,0,135103740,1087046.2,7056542,17051020,0,20846860,1645325.5,57933056,23020936
P2_A5_empty_vector_control_rep3,Negative_ctrl_1,rep3,126577200,9818.988,0,141966000,1166423,9513540,28041740,0,26351540,1953678,75683480,24108820
P2_B1_cluster900_A0A416W0A8,A0A416W0A8,rep1,6356.142,0,0,8575.518,0,28201.832,10669.183,0,26633.031,0,16036.668,80267.55
P2_B1_cluster900_A0A416W0A8_rep2,A0A416W0A8,rep2,111023900,0,0,76442780,856972.4,6799517,20605730,1256.051,20444190,2167199,62937130,14110040
P2_B1_cluster900_A0A416W0A8_rep3,A0A416W0A8,rep3,14921.63,0,0,23039.23,0,22917.71,24416.71,0,27688.49,0,44076.23,128376.36
P2_B2_Lactobacillus_PVA_BBD47700,BBD47700,rep1,35805.367,0,0,35200.047,0,11622.62,47812.832,0,8850.219,0,32069.893,34229.484
P2_B2_Lactobacillus_PVA_BBD47700_rep2,BBD47700,rep2,5090199.5,14519.02,0,11583871,0,12937000,16614087,0,24487170,1861490.8,71832090,22361322
P2_B2_Lactobacillus_PVA_BBD47700_rep3,BBD47700,rep3,27058648,21923.99,0,24890894,0,15611782,30789098,0,27898446,2441890,20959534,17361218
P2_B3_Francisella_A0A5C2BYC4,A0A5C2BYC4,rep1,25468.01,0,0,37369.94,0,39977.47,55173.69,0,40417.15,0,60266.77,167491.33
P2_B3_Francisella_A0A5C2BYC4_rep2,A0A5C2BYC4,rep2,95639210,0,0,88292890,434902.9,8615400,23474766,0,20641858,822818.2,34155144,18103050
P2_B3_Francisella_A0A5C2BYC4_rep3,A0A5C2BYC4,rep3,136199070,0,0,146130130,1626141,11361896,31274304,0,25100868,2101063,80410936,13826708
P2_B4_Okeania_SIO1F9_A0A6B3PBB6,A0A6B3PBB6,rep1,17620.568,0,0,8698.286,0,20736.027,8643.098,0,21893.928,0,3921.453,63245.23
P2_B4_Okeania_SIO1F9_A0A6B3PBB6_rep2,A0A6B3PBB6,rep2,110885460,0,0,115259380,683275,9801235,28392566,0,20785714,1735764,66939420,16435372
P2_B4_Okeania_SIO1F9_A0A6B3PBB6_rep3,A0A6B3PBB6,rep3,3170.15,0,0,8278.398,0,20177.064,12195.022,0,6693.377,0,20367.93,69884.59
P2_B5_empty_vector_control,Negative_ctrl_2,rep1,21184.922,0,0,24426.34,0,12308.896,25060.846,0,8915.299,0,19448.799,55794.26
P2_B5_empty_vector_control_rep2,Negative_ctrl_2,rep2,73611260,20415.53,0,76640590,333342,8328823.5,5786013,0,19797390,1394423.4,52973504,14870665
P2_B5_empty_vector_control_rep3,Negative_ctrl_2,rep3,95607100,4304.435,0,92541850,86532.59,10451391,6822425,0,21962074,1769430.2,55222956,19159060
P2_C1_cluster960_G5H9U7,G5H9U7,rep1,1382282.4,14041.13,0,66070220,745587.8,8397542,23049066,0,20115978,1565670.6,57156276,20854312
P2_C1_cluster960_G5H9U7_rep2,G5H9U7,rep2,96164700,0,0,102503060,589287.8,8090836.5,4818012,0,19210244,1621435.5,68384296,17673672
P2_C1_cluster960_G5H9U7_rep3,G5H9U7,rep3,116696296,0,0,122244750,906134.2,12008983,12717976,0,26201586,1802230.6,78405710,16962822
P2_C2_Maribacter_A0A848U0C2,A0A848U0C2,rep1,83754456,14479.04,0,78078820,581660.4,7493580.5,18456730,0,18086080,1286724.5,54043456,18148084
P2_C2_Maribacter_A0A848U0C2_rep2,A0A848U0C2,rep2,87725450,0,0,85062070,526268.8,8316914,9576577,0,18772340,1355633.1,41931376,19863602
P2_C2_Maribacter_A0A848U0C2_rep3,A0A848U0C2,rep3,111580160,0,0,107248070,393250.8,9728460,31043036,0,22894332,1896833.4,77557224,14636840
P2_C3_Francisella_A0A5C2C0X5,A0A5C2C0X5,rep1,87126984,5639.07,0,93212530,455925.34,7791038.5,7317535.5,0,18914342,965914.25,55624450,20137296
P2_C3_Francisella_A0A5C2C0X5_rep2,A0A5C2C0X5,rep2,98162950,0,0,103871784,430782.4,8936409,27737144,0,21299628,1607217.4,68844310,14220715
P2_C3_Francisella_A0A5C2C0X5_rep3,A0A5C2C0X5,rep3,99452620,9145.803,0,102206400,152551.9,10141380,31634110,0,22265120,1745042,69416500,16794510
P2_C4_Okeania_SIO1F9_A0A6B3PFJ7,A0A6B3PFJ7,rep1,84196150,21263.9,0,79170024,607810.7,6736369.5,19032438,0,15390915,1197330.4,50628280,19364094
P2_C4_Okeania_SIO1F9_A0A6B3PFJ7_rep2,A0A6B3PFJ7,rep2,96134050,0,0,90856320,313631.5,8962296,24507724,0,11472849,1474153.5,65501860,20957220
P2_C4_Okeania_SIO1F9_A0A6B3PFJ7_rep3,A0A6B3PFJ7,rep3,100427250,0,0,101901850,436987.6,11028298,10057485,0,25908022,1200552.8,66600908,21472194
P2_C5_empty_vector_control,Negative_ctrl_3,rep1,78823560,5824.289,0,75120100,390059.25,6679489,9952310,0,15988062,824053.6,52085572,18925688
P2_C5_empty_vector_control_rep2,Negative_ctrl_3,rep2,78670470,7380.144,0,85051496,665441.44,8614537,12829847,0,20663290,1568314,64185668,18870472
P2_C5_empty_vector_control_rep3,Negative_ctrl_3,rep3,100025670,0,0,101165000,208387.5,10836218,12456767,0,23502828,1789664.2,73045860,21480318
P2_D1_cluster976_G5H9N3,G5H9N3,rep1,94357070,18785.05,0,103577360,1093402.8,7187110.5,19697434,0,20906802,664949.8,61527570,17103228
P2_D1_cluster976_G5H9N3_rep2,G5H9N3,rep2,100404376,0,0,102064780,663005,9010262,27429544,0,19219260,1333269,65188388,16015046
P2_D1_cluster976_G5H9N3_rep3,G5H9N3,rep3,108085500,5918.943,0,113286800,485635,11082810,14904050,0,22542370,828118.7,73785410,17282530
P2_D2_Myroides_A0A7K1GNS5,A0A7K1GNS5,rep1,85446230,3982.007,0,78059330,505685.3,6656160,17087940,0,15588793,1440961.1,51982228,18975362
P2_D2_Myroides_A0A7K1GNS5_rep2,A0A7K1GNS5,rep2,97679720,6001.976,0,99159160,374253.5,9109808,25882674,0,19940532,1644875.5,66701920,19763422
P2_D2_Myroides_A0A7K1GNS5_rep3,A0A7K1GNS5,rep3,107830300,2087.472,0,111296100,483143.6,7826466,18216750,0,22151970,1918579,73001060,15816500
P2_D3_Francisella_A0A5C2C1U8,A0A5C2C1U8,rep1,83494720,8015.878,0,82461310,446304.5,7266375,10800207,0,17378410,1497070.9,55817704,17291772
P2_D3_Francisella_A0A5C2C1U8_rep2,A0A5C2C1U8,rep2,90018056,0,0,91959610,485318.8,7397347.5,12581672,0,19135386,1356280.5,61690320,12493856
P2_D3_Francisella_A0A5C2C1U8_rep3,A0A5C2C1U8,rep3,4443095.5,0,0,8233097,1088.065,474946.7,2632994,0,2262320,26637.092,618585.6,576574.56
P2_D4_Melainabacteria_A0A952U252,A0A952U252,rep1,82350136,3426.538,0,81356700,594160.5,7185433,11087460,0,17966134,1340574.9,52914892,20070094
P2_D4_Melainabacteria_A0A952U252_rep2,A0A952U252,rep2,92266824,0,0,44959604,608347.2,6790885.5,12250132,0,20021956,580845.8,63608230,18175150
P2_D4_Melainabacteria_A0A952U252_rep3,A0A952U252,rep3,102623224,0,0,108714510,254107.9,10968323,21397028,0,23168076,2019885.1,70072880,13101787
P2_D5_substrate_only_control,Only_substrate_1,rep1,73999930,19473.55,0,80305340,500320.28,7133665.5,19383828,0,17461646,1308260.8,45334500,18676946
P2_D5_substrate_only_control_rep2,Only_substrate_1,rep2,85543730,7136.7,0,58430396,363494.8,9015974,9217165,0,20928608,1498072.9,60125216,18941872
P2_D5_substrate_only_control_rep3,Only_substrate_1,rep3,99536824,0,0,94583160,363585.2,10497624,28377734,0,23837558,1665598.9,62590700,21452602
P2_E1_Listeria_PVA_Q8Y9S7,Q8Y9S7,rep1,1167713.1,12843.66,0,93548880,1096329.5,7296164.5,18825088,0,18875174,1285517.5,48672890,21322564
P2_E1_Listeria_PVA_Q8Y9S7_rep2,NA,rep2,90833410,0,0,58983464,697330.1,9374213,24968200,0,20189018,1478035,63187636,19262832
P2_E1_Listeria_PVA_Q8Y9S7_rep3,Q8Y9S7,rep3,102650450,12525.81,0,102320880,589003.06,10010865,12952871,0,21236506,1837273.8,67112260,15497101
P2_E2_Aureitalea_A0A2S7KLN3,A0A2S7KLN3,rep1,84414744,11952.07,0,84353260,518070.66,6675355.5,19224712,0,17394392,1375743.4,55841776,19765570
P2_E2_Aureitalea_A0A2S7KLN3_rep2,A0A2S7KLN3,rep2,96024720,0,0,103746240,722049.8,8239357.5,13293168,0,18611986,1497494.5,76308900,19229170
P2_E2_Aureitalea_A0A2S7KLN3_rep3,A0A2S7KLN3,rep3,107781900,7744.283,0,108046600,271805.6,11543970,29520060,0,24184460,1876016,73785370,16296130
P2_E3_Vibrio_A0A7W2FPE8,A0A7W2FPE8,rep1,24320470,56333.37,0,75661144,0,12090384,20848132,0,18031954,2069817.1,2289614.8,19295174
P2_E3_Vibrio_A0A7W2FPE8_rep2,A0A7W2FPE8,rep2,22381628,37064.81,0,86864376,0,13575235,29915410,0,25549114,2577939.8,2818272.8,17805142
P2_E3_Vibrio_A0A7W2FPE8_rep3,A0A7W2FPE8,rep3,26370320,35134.03,0,94375464,0,14984995,33324286,0,25882950,2928987,2993939.5,17733620
P2_E4_Symploca_SIO2E9_A0A6B3M9R4,A0A6B3M9R4,rep1,80763176,13759.82,0,57772616,530708.44,7359514.5,18929084,0,15992178,1400911,52347468,18840786
P2_E4_Symploca_SIO2E9_A0A6B3M9R4_rep2,A0A6B3M9R4,rep2,100767190,0,0,99238100,468610.5,10047372,26332648,0,20965048,969098.4,64036056,14576793
P2_E4_Symploca_SIO2E9_A0A6B3M9R4_rep3,A0A6B3M9R4,rep3,102322000,5918.703,0,100256900,265411.7,7563168,28382380,0,23614820,1804885,67326260,20509660
P2_E5_substrate_only_control,Only_substrate_2,rep1,8619.862,0,0,11117.235,0,5032.81,13058.338,0,5119.153,0,9060.966,16638.621
P2_E5_substrate_only_control_rep2,Only_substrate_2,rep2,45412.78,0,0,57262.85,0,28701.74,108517.32,0,35279.64,0,103649.63,154886.83
P2_E5_substrate_only_control_rep3,Only_substrate_2,rep3,12862.29,0,0,25831.19,0,17950.9,34333.21,0,26711.54,0,70102.12,113419.66
P2_F1_Listeria_BSH_Q8Y5J3,Q8Y5J3,rep1,95293750,4882.019,0,57985456,1129625.1,5273652.5,19923582,0,11898282,377679,67918936,22416156
P2_F1_Listeria_BSH_Q8Y5J3_rep2,Q8Y5J3,rep2,103077890,0,0,107350104,861481.9,5477762.5,32257494,0,9538425,281901.6,69239350,16183610
P2_F1_Listeria_BSH_Q8Y5J3_rep3,Q8Y5J3,rep3,105736160,0,0,119404620,1105773.1,8139998,46816524,0,12312779,445139.1,79326670,23245244
P2_F2_Blastospirellula_A0A2S8G2H3,A0A2S8G2H3,rep1,86028700,0,0,77399150,560637.1,5496306.5,17401006,0,18651112,1350806.1,53238692,18594730
P2_F2_Blastospirellula_A0A2S8G2H3_rep2,A0A2S8G2H3,rep2,102841380,0,0,107179030,732721,9823610,26143778,0,21701696,1262327,74148240,24474560
P2_F2_Blastospirellula_A0A2S8G2H3_rep3,A0A2S8G2H3,rep3,99906820,0,0,99295304,430108,11065127,29379716,0,21476436,1868694,68852616,22496222
P2_F3_Desulfomarina_A0A8D5FTP2,A0A8D5FTP2,rep1,78447360,10075.16,0,77638560,620175.06,6534544.5,17730720,0,18040136,1396332,48993596,21204514
P2_F3_Desulfomarina_A0A8D5FTP2_rep2,A0A8D5FTP2,rep2,96700500,0,0,96648910,305097.2,8779204,7232563.5,0,22101016,1649380.9,65261268,12819285
P2_F3_Desulfomarina_A0A8D5FTP2_rep3,A0A8D5FTP2,rep3,4011632.8,772.6312,0,6455489.5,2879.9966,751454.1,2515581.2,0,2647872.2,99889.516,3929791,2881364.5
P2_F4_Marinobacter_A0A1I4P275,A0A1I4P275,rep1,89056344,10534.94,0,87965784,603005.25,7562160.5,9207751,0,16622446,1405287.1,56595788,21376286
P2_F4_Marinobacter_A0A1I4P275_rep2,A0A1I4P275,rep2,91854640,4880.293,0,96990810,373186.72,6084768,13365780,0,18551884,671135.06,68279610,14834677
P2_F4_Marinobacter_A0A1I4P275_rep3,A0A1I4P275,rep3,9221500,471.2481,0,11537580,6906.482,1271053,3681109,0,3042863,153065.6,8982843,4751585
P2_F5_substrate_only_control,Only_substrate_3,rep1,8801.943,0,0,23773.975,0,12018.898,32549.49,0,13716.138,0,10477.417,53952.332
P2_F5_substrate_only_control_rep2,Only_substrate_3,rep2,2733.473,0,0,7060.063,0,6639.633,10080.212,0,10776.775,0,17419.787,50612.562
P2_F5_substrate_only_control_rep3,Only_substrate_3,rep3,1407875.6,0,0,1212223.9,0,424775.44,1463957.6,0,450513.53,38415.58,974251.6,1021826.3
P2_G1_Listeria_BSH_A0A3Q0NGD6,A0A3Q0NGD6,rep1,1453229.1,6626.631,0,68074110,700451.75,2097486.8,13018258,1641.173,1626724.2,109297.73,77920090,13060395
P2_G1_Listeria_BSH_A0A3Q0NGD6_rep2,A0A3Q0NGD6,rep2,103872920,0,0,73157890,1542193.4,1535811,24127244,0,1474839.8,99090.05,81388184,9142745
P2_G1_Listeria_BSH_A0A3Q0NGD6_rep3,A0A3Q0NGD6,rep3,128830500,0,0,158062000,1477397,3763855,21937960,773.6178,8578846,731137.5,102626200,12433750
P2_G2_Blastospirellula_A0A2S8GTJ2,A0A2S8GTJ2,rep1,82172110,22446.61,0,83764970,416294.12,7581401.5,21169306,0,17488258,915728.5,56767920,16373713
P2_G2_Blastospirellula_A0A2S8GTJ2_rep2,A0A2S8GTJ2,rep2,89334180,14209.75,0,97460210,608890,8224971.5,21004870,0,20154170,957111.2,72908950,16894964
P2_G2_Blastospirellula_A0A2S8GTJ2_rep3,A0A2S8GTJ2,rep3,105185400,6721.002,0,108019700,502311.9,10767180,8335389,0,22166110,1746813,70687380,19555320
P2_G3_Mariniradius_M7X2M2,M7X2M2,rep1,82498500,7099.727,0,76705210,291603.9,6947653.5,18986206,0,16661664,1131365.2,47540396,19856136
P2_G3_Mariniradius_M7X2M2_rep2,M7X2M2,rep2,89318440,10312.5,0,85218230,452608.3,8241894,12739632,0,21455168,1440206.5,57335188,19335984
P2_G3_Mariniradius_M7X2M2_rep3,M7X2M2,rep3,84996680,11553.44,0,92223976,407126.84,7420337.5,27183942,0,17339550,1295658.9,60352984,16576936
P2_G4_polyamineBSH_A0A1Y4QH48,A0A1Y4QH48,rep1,91343280,5154.643,0,85968100,667291.4,8039835,21584006,0,17433434,1458920.8,54169156,15548890
P2_G4_polyamineBSH_A0A1Y4QH48_rep2,A0A1Y4QH48,rep2,92243660,15400.53,0,55549976,392359.47,5929209.5,11836752,0,18120498,1190221.1,54643060,16911440
P2_G4_polyamineBSH_A0A1Y4QH48_rep3,A0A1Y4QH48,rep3,103302800,4717.476,0,109642200,478042.8,11433760,30356100,0,22679920,1723006,68205400,18702140
P2_H1_Bifidobacterium_BSH_Q9KK62,Q9KK62,rep1,85872540,12372.19,0,88200170,727843.2,7105655.5,19026242,0,17594474,1674292.8,49662840,19645154
P2_H1_Bifidobacterium_BSH_Q9KK62_rep2,Q9KK62,rep2,1572.931,0,0,2572.27,0,5113.747,1574.623,0,3930.948,0,3603.693,25230.344
P2_H1_Bifidobacterium_BSH_Q9KK62_rep3,Q9KK62,rep3,2317.545,0,0,3361.722,0,12239.782,3906.553,0,7009.409,0,8343.554,24590.67
P2_H2_Mycobacterium_A0A3E2MNL2,A0A3E2MNL2,rep1,1082538.1,13662.4,0,98480536,1003282.1,6023067.5,19864842,0,16783968,1485296.4,50756830,19559986
P2_H2_Mycobacterium_A0A3E2MNL2_rep2,A0A3E2MNL2,rep2,16693.14,0,0,30722.64,0,32254.64,39802.01,0,27507.47,0,77573.21,158954.55
P2_H2_Mycobacterium_A0A3E2MNL2_rep3,A0A3E2MNL2,rep3,13996.04,0,0,23239.81,0,20813.04,27621.21,0,29375.37,0,50521.51,116677.09
P2_H3_Halodesulfovibrio_A0A1N6ECR1,A0A1N6ECR1,rep1,94240104,5822.5,0,94702110,791204.8,8082105.5,21410098,0,18948748,1236773.5,53180184,19306974
P2_H3_Halodesulfovibrio_A0A1N6ECR1_rep2,A0A1N6ECR1,rep2,566.011,0,0,535.585,0,1723.3511,181.6349,0,3574.6743,0,377.9543,4298.3813
P2_H3_Halodesulfovibrio_A0A1N6ECR1_rep3,A0A1N6ECR1,rep3,116564780,0,0,128604840,1040800.6,10869249,14972677,0,24614962,851269.9,76211384,14558404
P2_H4_penicillin_amidase,Pencillin_amidase,rep1,94499900,3404.209,0,101430100,1151695,5423329,11117310,0,18332190,927370.5,51282590,20857210
P2_H4_penicillin_amidase_rep2,Pencillin_amidase,rep2,25850.96,0,0,42002.24,0,45855.23,60375.82,0,48860.66,0,111572.39,153640.1
P2_H4_penicillin_amidase_rep3,Pencillin_amidase,rep3,118269990,0,0,125071350,948981.8,11196638,14857031,0,25036574,934838.1,73669450,14853346
Resuspension_buffer,NA,rep1,288.4442,0,0,0,0,167.1782,575.2235,0,0,0,907.0927,6820.788
Resuspension_buffer_rep2,NA,rep2,0,0,0,0,0,250.8764,0,0,256.8827,0,0,0
Resuspension_buffer_rep3,NA,rep3,0,0,0,365.2635,0,2337.3486,0,0,1646.0396,0,0,3849.8914
Testmix_1,NA,rep1,596.7612,0,0,0,0,161.851,969.1439,0,201.5961,0,1248.5441,10306.704
Testmix_1_rep2,NA,rep2,4506.5605,0,0,2935.3245,0,751.3382,1144.1503,0,212.7153,0,0,782.9839
Testmix_1_rep3,NA,rep3,7647.742,0,0,8235.352,0,3808.557,7353.236,0,2496.132,0,1901.978,5812.331
Testmix_2,NA,rep1,12882.36,0,0,15592.43,0,30071.49,24043.2,0,25139.56,0,17977.69,109910.5
Testmix_2_rep2,NA,rep2,38968.88,0,0,49347.82,0,27258.12,61823.45,0,29502.76,0,81532.79,190907.42
Testmix_2_rep3,NA,rep3,29095.68,0,0,40886.53,0,23981.03,56055.52,0,34737.45,0,63423.79,100759.05
Testmix_3,NA,rep1,18646.43,0,0,32746.207,0,12427.614,31413.822,0,32241.1,0,8432.203,113200.375
Testmix_3_rep2,NA,rep2,56578.04,0,0,61981.06,0,30332.94,69791.55,0,26521.8,0,98782.81,131794.16
Testmix_3_rep3,NA,rep3,27005.46,0,0,37936.19,0,35585.85,40613.5,0,27177.85,0,64010.15,125711.16
Testmix_4,NA,rep1,56180.63,0,0,51090.83,0,32789.81,54440.59,0,29406.75,0,51022.77,139727.34
Testmix_4_rep2,NA,rep2,16627.318,0,0,10575.174,0,4500.429,8858.722,0,1133.337,0,3377.205,4454.107
Testmix_4_rep3,NA,rep3,148754.03,0,0,59800.77,0,30996.47,44169.46,0,29153.19,0,75027.84,124823.72
Testmix_5,NA,rep1,51071.33,0,0,48239.15,0,18344.46,55000.61,0,25439.56,0,65554.45,95859.4
Testmix_5_rep2,NA,rep2,23468.26,0,0,30731.85,0,22106.33,43947.9,0,28157.72,0,61999.05,96248.2
Testmix_5_rep3,NA,rep3,23741.9,0,0,20522.77,0,21157.95,23764.93,0,28604.59,0,5713.62,80614.81
Testmix_6,NA,rep1,29691.91,0,0,33512.84,0,20012.46,31820.55,0,22684.47,0,52909.66,118981.84
Testmix_6_rep2,NA,rep2,42823.16,0,0,48851.46,0,21277.64,55878.66,0,21956.8,0,88242.56,86455.61
Testmix_7,NA,rep1,33288.01,0,0,31109.22,0,17165.88,47204.18,0,11847.72,0,31963.35,64956.85
Testmix_7_rep2,NA,rep2,25253.2,0,0,42406.14,0,32050.68,57165.57,0,42615.27,0,156391.39,227268.25
Testmix_8,NA,rep1,10975.96,0,0,8113.454,0,9396.698,8642.583,0,11833.463,0,6341.14,17730.035
Testmix_8_rep2,NA,rep2,10347.061,0,0,9406.853,0,12025.028,9392.901,0,5086.657,0,2963.883,14990.442
Total_pool_1,NA,rep1,1374670.2,6693.348,0,85296984,570357.7,7065183.5,7456554,2574.336,20733758,987180.25,50251340,14065434
Total_pool_1_rep2,NA,rep2,81705530,4693.097,0,75906350,335714.94,7508889.5,10645398,2791.681,20939656,1881263.5,54284740,11344387
Total_pool_10,NA,rep1,99933660,14904.44,0,95837120,663684.6,6008167.5,21771180,3074.435,23633268,2069609.8,57459100,14676044
Total_pool_10_rep2,NA,rep2,106599000,5190.698,0,107369500,439247.1,9656444,6001418,0,24668060,776016.7,69198680,13929850
Total_pool_11,NA,rep1,105886600,18110.86,0,100825000,640856.8,8643688,18355580,978.4303,19921310,2210587,59692320,17057350
Total_pool_11_rep2,NA,rep2,31097.71,0,0,21378.08,0,26491.47,19394.95,0,47245.26,0,38214.56,136603.33
Total_pool_12,NA,rep1,102187000,20914.99,0,97701290,686542.1,7582178,24336100,2935.827,22996090,2072233,57632620,17682910
Total_pool_12_rep2,NA,rep2,38556.816,0,0,30441.574,0,7964.526,24690.17,0,18517.627,0,50787.633,101773.91
