Enzyme,Amine,Hydroxyl
A0A0M6WSM3,phenylalanine,Tri
A0A0M6WSM3,proline,Di
A0A0M6WSM3,proline,Mono
A0A0M6WSM3,proline,Tri
A0A0M6WSM3,putrescine,Di
A0A0M6WSM3,putrescine,Mono
A0A0M6WSM3,putrescine,Tri
A0A0M6WSM3,serine,Di
A0A0M6WSM3,serine,Mono
A0A0M6WSM3,serine,Tri
A0A0M6WSM3,serotonin,Di
A0A0M6WSM3,serotonin,Mono
A0A0M6WSM3,serotonin,Tri
A0A0M6WSM3,threonine,Di
A0A0M6WSM3,threonine,Mono
A0A0M6WSM3,threonine,Tri
A0A0M6WSM3,tryptamine,Di
A0A0M6WSM3,tryptamine,Mono
A0A0M6WSM3,tryptamine,Tri
A0A0M6WSM3,tyramine,Di
A0A0M6WSM3,tyramine,Mono
A0A0M6WSM3,tyramine,Tri
A0A0P0FKS2,"2,3_diaminopropionic acid",Di
A0A0P0FKS2,"2,3_diaminopropionic acid",Mono
A0A0P0FKS2,"2,3_diaminopropionic acid",Tri
A0A0P0FKS2,2_aminophenol,Di
A0A0P0FKS2,2_aminophenol,Mono
A0A0P0FKS2,2_aminophenol,Tri
A0A0P0FKS2,3_methoxytyramine,Di
A0A0P0FKS2,3_methoxytyramine,Mono
A0A0P0FKS2,3_methoxytyramine,Tri
A0A0P0FKS2,alanine,Di
A0A0P0FKS2,alanine,Mono
A0A0P0FKS2,alanine,Tri
A0A0P0FKS2,arginine,Di
A0A0P0FKS2,arginine,Mono
A0A0P0FKS2,arginine,Tri
A0A0P0FKS2,asparagine,Di
A0A0P0FKS2,asparagine,Mono
A0A0P0FKS2,asparagine,Tri
A0A0P0FKS2,cadaverine,Di
A0A0P0FKS2,cadaverine,Mono
A0A0P0FKS2,cadaverine,Tri
A0A0P0FKS2,citrulline,Di
A0A0P0FKS2,citrulline,Mono
A0A0P0FKS2,citrulline,Tri
A0A0P0FKS2,cystine,Di
A0A0P0FKS2,cystine,Mono
A0A0P0FKS2,cystine,Tri
A0A0P0FKS2,dopamine,Di
A0A0P0FKS2,dopamine,Mono
A0A0P0FKS2,dopamine,Tri
A0A0P0FKS2,gaba,Di
A0A0P0FKS2,gaba,Mono
A0A0P0FKS2,gaba,Tri
A0A0P0FKS2,glutamine,Di
A0A0P0FKS2,glutamine,Mono
A0A0P0FKS2,glutamine,Tri
A0A0P0FKS2,glyglycine,Di
A0A0P0FKS2,glyglycine,Mono
A0A0P0FKS2,glyglycine,Tri
A0A0P0FKS2,histidine,Di
A0A0P0FKS2,histidine,Mono
A0A0P0FKS2,histidine,Tri
A0A0P0FKS2,lysine,Di
A0A0P0FKS2,lysine,Mono
A0A0P0FKS2,lysine,Tri
A0A0P0FKS2,methionine,Di
A0A0P0FKS2,methionine,Mono
A0A0P0FKS2,methionine,Tri
A0A0P0FKS2,ornithine,Di
A0A0P0FKS2,ornithine,Mono
A0A0P0FKS2,ornithine,Tri
A0A0P0FKS2,phenylalanine,Di
A0A0P0FKS2,phenylalanine,Mono
A0A0P0FKS2,phenylalanine,Tri
A0A0P0FKS2,proline,Di
A0A0P0FKS2,proline,Mono
A0A0P0FKS2,proline,Tri
A0A0P0FKS2,putrescine,Di
A0A0P0FKS2,putrescine,Mono
A0A0P0FKS2,putrescine,Tri
A0A0P0FKS2,serine,Di
A0A0P0FKS2,serine,Mono
A0A0P0FKS2,serine,Tri
A0A0P0FKS2,serotonin,Di
A0A0P0FKS2,serotonin,Mono
A0A0P0FKS2,serotonin,Tri
A0A0P0FKS2,threonine,Di
A0A0P0FKS2,threonine,Mono
A0A0P0FKS2,threonine,Tri
A0A0P0FKS2,tryptamine,Di
A0A0P0FKS2,tryptamine,Mono
A0A0P0FKS2,tryptamine,Tri
A0A0P0FKS2,tyramine,Di
A0A0P0FKS2,tyramine,Mono
A0A0P0FKS2,tyramine,Tri
A0A0S2W269,"2,3_diaminopropionic acid",Di
A0A0S2W269,"2,3_diaminopropionic acid",Mono
A0A0S2W269,"2,3_diaminopropionic acid",Tri
A0A0S2W269,2_aminophenol,Di
A0A0S2W269,2_aminophenol,Mono
A0A0S2W269,2_aminophenol,Tri
A0A0S2W269,3_methoxytyramine,Di
A0A0S2W269,3_methoxytyramine,Mono
A0A0S2W269,3_methoxytyramine,Tri
A0A0S2W269,alanine,Di
A0A0S2W269,alanine,Mono
A0A0S2W269,alanine,Tri
A0A0S2W269,arginine,Di
A0A0S2W269,arginine,Mono
A0A0S2W269,arginine,Tri
A0A0S2W269,asparagine,Di
A0A0S2W269,asparagine,Mono
A0A0S2W269,asparagine,Tri
A0A0S2W269,cadaverine,Di
A0A0S2W269,cadaverine,Mono
A0A0S2W269,cadaverine,Tri
A0A0S2W269,citrulline,Di
A0A0S2W269,citrulline,Mono
A0A0S2W269,citrulline,Tri
A0A0S2W269,cystine,Di
A0A0S2W269,cystine,Mono
A0A0S2W269,cystine,Tri
A0A0S2W269,dopamine,Di
A0A0S2W269,dopamine,Mono
A0A0S2W269,dopamine,Tri
A0A0S2W269,gaba,Di
A0A0S2W269,gaba,Mono
A0A0S2W269,gaba,Tri
A0A0S2W269,glutamine,Di
A0A0S2W269,glutamine,Mono
A0A0S2W269,glutamine,Tri
A0A0S2W269,glyglycine,Di
A0A0S2W269,glyglycine,Mono
A0A0S2W269,glyglycine,Tri
A0A0S2W269,histidine,Di
A0A0S2W269,histidine,Mono
A0A0S2W269,histidine,Tri
A0A0S2W269,lysine,Di
A0A0S2W269,lysine,Mono
A0A0S2W269,lysine,Tri
A0A0S2W269,methionine,Di
A0A0S2W269,methionine,Mono
A0A0S2W269,methionine,Tri
A0A0S2W269,ornithine,Di
A0A0S2W269,ornithine,Mono
A0A0S2W269,ornithine,Tri
A0A0S2W269,phenylalanine,Di
A0A0S2W269,phenylalanine,Mono
A0A0S2W269,phenylalanine,Tri
A0A0S2W269,proline,Di
A0A0S2W269,proline,Mono
A0A0S2W269,proline,Tri
A0A0S2W269,putrescine,Di
A0A0S2W269,putrescine,Mono
A0A0S2W269,putrescine,Tri
A0A0S2W269,serine,Di
A0A0S2W269,serine,Mono
A0A0S2W269,serine,Tri
A0A0S2W269,serotonin,Di
A0A0S2W269,serotonin,Mono
A0A0S2W269,serotonin,Tri
A0A0S2W269,threonine,Di
A0A0S2W269,threonine,Mono
A0A0S2W269,threonine,Tri
A0A0S2W269,tryptamine,Di
A0A0S2W269,tryptamine,Mono
A0A0S2W269,tryptamine,Tri
A0A0S2W269,tyramine,Di
A0A0S2W269,tyramine,Mono
A0A0S2W269,tyramine,Tri
A0A173ZD58,"2,3_diaminopropionic acid",Di
A0A173ZD58,"2,3_diaminopropionic acid",Mono
A0A173ZD58,"2,3_diaminopropionic acid",Tri
A0A173ZD58,2_aminophenol,Di
A0A173ZD58,2_aminophenol,Mono
A0A173ZD58,2_aminophenol,Tri
A0A173ZD58,3_methoxytyramine,Di
A0A173ZD58,3_methoxytyramine,Mono
A0A173ZD58,3_methoxytyramine,Tri
A0A173ZD58,alanine,Di
A0A173ZD58,alanine,Mono
A0A173ZD58,alanine,Tri
A0A173ZD58,arginine,Di
A0A173ZD58,arginine,Mono
A0A173ZD58,arginine,Tri
A0A173ZD58,asparagine,Di
A0A173ZD58,asparagine,Mono
A0A173ZD58,asparagine,Tri
A0A173ZD58,cadaverine,Di
A0A173ZD58,cadaverine,Mono
A0A173ZD58,cadaverine,Tri
A0A173ZD58,citrulline,Di
A0A173ZD58,citrulline,Mono
A0A173ZD58,citrulline,Tri
A0A173ZD58,cystine,Di
A0A173ZD58,cystine,Mono
A0A173ZD58,cystine,Tri
A0A173ZD58,dopamine,Di
A0A173ZD58,dopamine,Mono
A0A173ZD58,dopamine,Tri
A0A173ZD58,gaba,Di
A0A173ZD58,gaba,Mono
A0A173ZD58,gaba,Tri
A0A173ZD58,glutamine,Di
A0A173ZD58,glutamine,Mono
A0A173ZD58,glutamine,Tri
A0A173ZD58,glyglycine,Di
A0A173ZD58,glyglycine,Mono
A0A173ZD58,glyglycine,Tri
A0A173ZD58,histidine,Di
A0A173ZD58,histidine,Mono
A0A173ZD58,histidine,Tri
A0A173ZD58,lysine,Di
A0A173ZD58,lysine,Mono
A0A173ZD58,lysine,Tri
A0A173ZD58,methionine,Di
A0A173ZD58,methionine,Mono
A0A173ZD58,methionine,Tri
A0A173ZD58,ornithine,Di
A0A173ZD58,ornithine,Mono
A0A173ZD58,ornithine,Tri
A0A173ZD58,phenylalanine,Di
A0A173ZD58,phenylalanine,Mono
A0A173ZD58,phenylalanine,Tri
A0A173ZD58,proline,Di
A0A173ZD58,proline,Mono
A0A173ZD58,proline,Tri
A0A173ZD58,putrescine,Di
A0A173ZD58,putrescine,Mono
A0A173ZD58,putrescine,Tri
A0A173ZD58,serine,Di
A0A173ZD58,serine,Mono
A0A173ZD58,serine,Tri
A0A173ZD58,serotonin,Di
A0A173ZD58,serotonin,Mono
A0A173ZD58,serotonin,Tri
A0A173ZD58,threonine,Di
A0A173ZD58,threonine,Mono
A0A173ZD58,threonine,Tri
A0A173ZD58,tryptamine,Di
A0A173ZD58,tryptamine,Mono
A0A173ZD58,tryptamine,Tri
A0A173ZD58,tyramine,Di
A0A173ZD58,tyramine,Mono
A0A173ZD58,tyramine,Tri
A0A174DZA2,"2,3_diaminopropionic acid",Di
A0A174DZA2,"2,3_diaminopropionic acid",Mono
A0A174DZA2,"2,3_diaminopropionic acid",Tri
A0A174DZA2,2_aminophenol,Di
A0A174DZA2,2_aminophenol,Mono
A0A174DZA2,2_aminophenol,Tri
A0A174DZA2,3_methoxytyramine,Di
A0A174DZA2,3_methoxytyramine,Mono
A0A174DZA2,3_methoxytyramine,Tri
A0A174DZA2,alanine,Di
A0A174DZA2,alanine,Mono
A0A174DZA2,alanine,Tri
A0A174DZA2,arginine,Di
A0A174DZA2,arginine,Mono
A0A174DZA2,arginine,Tri
A0A174DZA2,asparagine,Di
A0A174DZA2,asparagine,Mono
A0A174DZA2,asparagine,Tri
A0A174DZA2,cadaverine,Di
A0A174DZA2,cadaverine,Mono
A0A174DZA2,cadaverine,Tri
A0A174DZA2,citrulline,Di
A0A174DZA2,citrulline,Mono
A0A174DZA2,citrulline,Tri
A0A174DZA2,cystine,Di
A0A174DZA2,cystine,Mono
A0A174DZA2,cystine,Tri
A0A174DZA2,dopamine,Di
A0A174DZA2,dopamine,Mono
A0A174DZA2,dopamine,Tri
A0A174DZA2,gaba,Di
A0A174DZA2,gaba,Mono
A0A174DZA2,gaba,Tri
A0A174DZA2,glutamine,Di
A0A174DZA2,glutamine,Mono
A0A174DZA2,glutamine,Tri
A0A174DZA2,glyglycine,Di
A0A174DZA2,glyglycine,Mono
A0A174DZA2,glyglycine,Tri
A0A174DZA2,histidine,Di
A0A174DZA2,histidine,Mono
A0A174DZA2,histidine,Tri
A0A174DZA2,lysine,Di
A0A174DZA2,lysine,Mono
A0A174DZA2,lysine,Tri
A0A174DZA2,methionine,Di
A0A174DZA2,methionine,Mono
A0A174DZA2,methionine,Tri
A0A174DZA2,ornithine,Di
A0A174DZA2,ornithine,Mono
A0A174DZA2,ornithine,Tri
A0A174DZA2,phenylalanine,Di
A0A174DZA2,phenylalanine,Mono
A0A174DZA2,phenylalanine,Tri
A0A174DZA2,proline,Di
A0A174DZA2,proline,Mono
A0A174DZA2,proline,Tri
A0A174DZA2,putrescine,Di
A0A174DZA2,putrescine,Mono
A0A174DZA2,putrescine,Tri
A0A174DZA2,serine,Di
A0A174DZA2,serine,Mono
A0A174DZA2,serine,Tri
A0A174DZA2,serotonin,Di
A0A174DZA2,serotonin,Mono
A0A174DZA2,serotonin,Tri
A0A174DZA2,threonine,Di
A0A174DZA2,threonine,Mono
A0A174DZA2,threonine,Tri
A0A174DZA2,tryptamine,Di
A0A174DZA2,tryptamine,Mono
A0A174DZA2,tryptamine,Tri
A0A174DZA2,tyramine,Di
A0A174DZA2,tyramine,Mono
A0A174DZA2,tyramine,Tri
A0A174MBD8,"2,3_diaminopropionic acid",Di
A0A174MBD8,"2,3_diaminopropionic acid",Mono
A0A174MBD8,"2,3_diaminopropionic acid",Tri
A0A174MBD8,2_aminophenol,Di
A0A174MBD8,2_aminophenol,Mono
A0A174MBD8,2_aminophenol,Tri
A0A174MBD8,3_methoxytyramine,Di
A0A174MBD8,3_methoxytyramine,Mono
A0A174MBD8,3_methoxytyramine,Tri
A0A174MBD8,alanine,Di
A0A174MBD8,alanine,Mono
A0A174MBD8,alanine,Tri
A0A174MBD8,arginine,Di
A0A174MBD8,arginine,Mono
A0A174MBD8,arginine,Tri
A0A174MBD8,asparagine,Di
A0A174MBD8,asparagine,Mono
A0A174MBD8,asparagine,Tri
A0A174MBD8,cadaverine,Di
A0A174MBD8,cadaverine,Mono
A0A174MBD8,cadaverine,Tri
A0A174MBD8,citrulline,Di
A0A174MBD8,citrulline,Mono
A0A174MBD8,citrulline,Tri
A0A174MBD8,cystine,Di
A0A174MBD8,cystine,Mono
A0A174MBD8,cystine,Tri
A0A174MBD8,dopamine,Di
A0A174MBD8,dopamine,Mono
A0A174MBD8,dopamine,Tri
A0A174MBD8,gaba,Di
A0A174MBD8,gaba,Mono
A0A174MBD8,gaba,Tri
A0A174MBD8,glutamine,Di
A0A174MBD8,glutamine,Mono
A0A174MBD8,glutamine,Tri
A0A174MBD8,glyglycine,Di
A0A174MBD8,glyglycine,Mono
A0A174MBD8,glyglycine,Tri
A0A174MBD8,histidine,Di
A0A174MBD8,histidine,Mono
A0A174MBD8,histidine,Tri
A0A174MBD8,lysine,Di
A0A174MBD8,lysine,Mono
A0A174MBD8,lysine,Tri
A0A174MBD8,methionine,Di
A0A174MBD8,methionine,Mono
A0A174MBD8,methionine,Tri
A0A174MBD8,ornithine,Di
A0A174MBD8,ornithine,Mono
A0A174MBD8,ornithine,Tri
A0A174MBD8,phenylalanine,Di
A0A174MBD8,phenylalanine,Mono
A0A174MBD8,phenylalanine,Tri
A0A174MBD8,proline,Di
A0A174MBD8,proline,Mono
A0A174MBD8,proline,Tri
A0A174MBD8,putrescine,Di
A0A174MBD8,putrescine,Mono
A0A174MBD8,putrescine,Tri
A0A174MBD8,serine,Di
A0A174MBD8,serine,Mono
A0A174MBD8,serine,Tri
A0A174MBD8,serotonin,Di
A0A174MBD8,serotonin,Mono
A0A174MBD8,serotonin,Tri
A0A174MBD8,threonine,Di
A0A174MBD8,threonine,Mono
A0A174MBD8,threonine,Tri
A0A174MBD8,tryptamine,Di
A0A174MBD8,tryptamine,Mono
A0A174MBD8,tryptamine,Tri
A0A174MBD8,tyramine,Di
A0A174MBD8,tyramine,Mono
A0A174MBD8,tyramine,Tri
A0A174Z2R4,"2,3_diaminopropionic acid",Di
A0A174Z2R4,"2,3_diaminopropionic acid",Mono
A0A174Z2R4,"2,3_diaminopropionic acid",Tri
A0A174Z2R4,2_aminophenol,Di
A0A174Z2R4,2_aminophenol,Mono
A0A174Z2R4,2_aminophenol,Tri
A0A174Z2R4,3_methoxytyramine,Di
A0A174Z2R4,3_methoxytyramine,Mono
A0A174Z2R4,3_methoxytyramine,Tri
A0A174Z2R4,alanine,Di
A0A174Z2R4,alanine,Mono
A0A174Z2R4,alanine,Tri
A0A174Z2R4,arginine,Di
A0A174Z2R4,arginine,Mono
A0A174Z2R4,arginine,Tri
A0A174Z2R4,asparagine,Di
A0A174Z2R4,asparagine,Mono
A0A174Z2R4,asparagine,Tri
A0A174Z2R4,cadaverine,Di
A0A174Z2R4,cadaverine,Mono
A0A174Z2R4,cadaverine,Tri
A0A174Z2R4,citrulline,Di
A0A174Z2R4,citrulline,Mono
A0A174Z2R4,citrulline,Tri
A0A174Z2R4,cystine,Di
A0A174Z2R4,cystine,Mono
A0A174Z2R4,cystine,Tri
A0A174Z2R4,dopamine,Di
A0A174Z2R4,dopamine,Mono
A0A174Z2R4,dopamine,Tri
A0A174Z2R4,gaba,Di
A0A174Z2R4,gaba,Mono
A0A174Z2R4,gaba,Tri
A0A174Z2R4,glutamine,Di
A0A174Z2R4,glutamine,Mono
A0A174Z2R4,glutamine,Tri
A0A174Z2R4,glyglycine,Di
A0A174Z2R4,glyglycine,Mono
A0A174Z2R4,glyglycine,Tri
A0A174Z2R4,histidine,Di
A0A174Z2R4,histidine,Mono
A0A174Z2R4,histidine,Tri
A0A174Z2R4,lysine,Di
A0A174Z2R4,lysine,Mono
A0A174Z2R4,lysine,Tri
A0A174Z2R4,methionine,Di
A0A174Z2R4,methionine,Mono
A0A174Z2R4,methionine,Tri
A0A174Z2R4,ornithine,Di
A0A174Z2R4,ornithine,Mono
A0A174Z2R4,ornithine,Tri
A0A174Z2R4,phenylalanine,Di
A0A174Z2R4,phenylalanine,Mono
A0A174Z2R4,phenylalanine,Tri
A0A174Z2R4,proline,Di
A0A174Z2R4,proline,Mono
A0A174Z2R4,proline,Tri
A0A174Z2R4,putrescine,Di
A0A174Z2R4,putrescine,Mono
A0A174Z2R4,putrescine,Tri
A0A174Z2R4,serine,Di
A0A174Z2R4,serine,Mono
A0A174Z2R4,serine,Tri
A0A174Z2R4,serotonin,Di
A0A174Z2R4,serotonin,Mono
A0A174Z2R4,serotonin,Tri
A0A174Z2R4,threonine,Di
A0A174Z2R4,threonine,Mono
A0A174Z2R4,threonine,Tri
A0A174Z2R4,tryptamine,Di
A0A174Z2R4,tryptamine,Mono
A0A174Z2R4,tryptamine,Tri
A0A174Z2R4,tyramine,Di
A0A174Z2R4,tyramine,Mono
A0A174Z2R4,tyramine,Tri
A0A174ZD20,"2,3_diaminopropionic acid",Di
A0A174ZD20,"2,3_diaminopropionic acid",Mono
A0A174ZD20,"2,3_diaminopropionic acid",Tri
A0A174ZD20,2_aminophenol,Di
A0A174ZD20,2_aminophenol,Mono
A0A174ZD20,2_aminophenol,Tri
A0A174ZD20,3_methoxytyramine,Di
A0A174ZD20,3_methoxytyramine,Mono
A0A174ZD20,3_methoxytyramine,Tri
A0A174ZD20,alanine,Di
A0A174ZD20,alanine,Mono
A0A174ZD20,alanine,Tri
A0A174ZD20,arginine,Di
A0A174ZD20,arginine,Mono
A0A174ZD20,arginine,Tri
A0A174ZD20,asparagine,Di
A0A174ZD20,asparagine,Mono
A0A174ZD20,asparagine,Tri
A0A174ZD20,cadaverine,Di
A0A174ZD20,cadaverine,Mono
A0A174ZD20,cadaverine,Tri
A0A174ZD20,citrulline,Di
A0A174ZD20,citrulline,Mono
A0A174ZD20,citrulline,Tri
A0A174ZD20,cystine,Di
A0A174ZD20,cystine,Mono
A0A174ZD20,cystine,Tri
A0A174ZD20,dopamine,Di
A0A174ZD20,dopamine,Mono
A0A174ZD20,dopamine,Tri
A0A174ZD20,gaba,Di
A0A174ZD20,gaba,Mono
A0A174ZD20,gaba,Tri
A0A174ZD20,glutamine,Di
A0A174ZD20,glutamine,Mono
A0A174ZD20,glutamine,Tri
A0A174ZD20,glyglycine,Di
A0A174ZD20,glyglycine,Mono
A0A174ZD20,glyglycine,Tri
A0A174ZD20,histidine,Di
A0A174ZD20,histidine,Mono
A0A174ZD20,histidine,Tri
A0A174ZD20,lysine,Di
A0A174ZD20,lysine,Mono
A0A174ZD20,lysine,Tri
A0A174ZD20,methionine,Di
A0A174ZD20,methionine,Mono
A0A174ZD20,methionine,Tri
A0A174ZD20,ornithine,Di
A0A174ZD20,ornithine,Mono
A0A174ZD20,ornithine,Tri
A0A174ZD20,phenylalanine,Di
A0A174ZD20,phenylalanine,Mono
A0A174ZD20,phenylalanine,Tri
A0A174ZD20,proline,Di
A0A174ZD20,proline,Mono
A0A174ZD20,proline,Tri
A0A174ZD20,putrescine,Di
A0A174ZD20,putrescine,Mono
A0A174ZD20,putrescine,Tri
A0A174ZD20,serine,Di
A0A174ZD20,serine,Mono
A0A174ZD20,serine,Tri
A0A174ZD20,serotonin,Di
A0A174ZD20,serotonin,Mono
A0A174ZD20,serotonin,Tri
A0A174ZD20,threonine,Di
A0A174ZD20,threonine,Mono
A0A174ZD20,threonine,Tri
A0A174ZD20,tryptamine,Di
A0A174ZD20,tryptamine,Mono
A0A174ZD20,tryptamine,Tri
A0A174ZD20,tyramine,Di
A0A174ZD20,tyramine,Mono
A0A174ZD20,tyramine,Tri
A0A1C5L0B6,"2,3_diaminopropionic acid",Di
A0A1C5L0B6,"2,3_diaminopropionic acid",Mono
A0A1C5L0B6,"2,3_diaminopropionic acid",Tri
A0A1C5L0B6,2_aminophenol,Di
A0A1C5L0B6,2_aminophenol,Mono
A0A1C5L0B6,2_aminophenol,Tri
A0A1C5L0B6,3_methoxytyramine,Di
A0A1C5L0B6,3_methoxytyramine,Mono
A0A1C5L0B6,3_methoxytyramine,Tri
A0A1C5L0B6,alanine,Di
A0A1C5L0B6,alanine,Mono
A0A1C5L0B6,alanine,Tri
A0A1C5L0B6,arginine,Di
A0A1C5L0B6,arginine,Mono
A0A1C5L0B6,arginine,Tri
A0A1C5L0B6,asparagine,Di
A0A1C5L0B6,asparagine,Mono
A0A1C5L0B6,asparagine,Tri
A0A1C5L0B6,cadaverine,Di
A0A1C5L0B6,cadaverine,Mono
A0A1C5L0B6,cadaverine,Tri
A0A1C5L0B6,citrulline,Di
A0A1C5L0B6,citrulline,Mono
A0A1C5L0B6,citrulline,Tri
A0A1C5L0B6,cystine,Di
A0A1C5L0B6,cystine,Mono
A0A1C5L0B6,cystine,Tri
A0A1C5L0B6,dopamine,Di
A0A1C5L0B6,dopamine,Mono
A0A1C5L0B6,dopamine,Tri
A0A1C5L0B6,gaba,Di
A0A1C5L0B6,gaba,Mono
A0A1C5L0B6,gaba,Tri
A0A1C5L0B6,glutamine,Di
A0A1C5L0B6,glutamine,Mono
A0A1C5L0B6,glutamine,Tri
A0A1C5L0B6,glyglycine,Di
A0A1C5L0B6,glyglycine,Mono
A0A1C5L0B6,glyglycine,Tri
A0A1C5L0B6,histidine,Di
A0A1C5L0B6,histidine,Mono
A0A1C5L0B6,histidine,Tri
A0A1C5L0B6,lysine,Di
A0A1C5L0B6,lysine,Mono
A0A1C5L0B6,lysine,Tri
A0A1C5L0B6,methionine,Di
A0A1C5L0B6,methionine,Mono
A0A1C5L0B6,methionine,Tri
A0A1C5L0B6,ornithine,Di
A0A1C5L0B6,ornithine,Mono
A0A1C5L0B6,ornithine,Tri
A0A1C5L0B6,phenylalanine,Di
A0A1C5L0B6,phenylalanine,Mono
A0A1C5L0B6,phenylalanine,Tri
A0A1C5L0B6,proline,Di
A0A1C5L0B6,proline,Mono
A0A1C5L0B6,proline,Tri
A0A1C5L0B6,putrescine,Di
A0A1C5L0B6,putrescine,Mono
A0A1C5L0B6,putrescine,Tri
A0A1C5L0B6,serine,Di
A0A1C5L0B6,serine,Mono
A0A1C5L0B6,serine,Tri
A0A1C5L0B6,serotonin,Di
A0A1C5L0B6,serotonin,Mono
A0A1C5L0B6,serotonin,Tri
A0A1C5L0B6,threonine,Di
A0A1C5L0B6,threonine,Mono
A0A1C5L0B6,threonine,Tri
A0A1C5L0B6,tryptamine,Di
A0A1C5L0B6,tryptamine,Mono
A0A1C5L0B6,tryptamine,Tri
A0A1C5L0B6,tyramine,Di
A0A1C5L0B6,tyramine,Mono
A0A1C5L0B6,tyramine,Tri
A0A1C5LGL2,"2,3_diaminopropionic acid",Di
A0A1C5LGL2,"2,3_diaminopropionic acid",Mono
A0A1C5LGL2,"2,3_diaminopropionic acid",Tri
A0A1C5LGL2,2_aminophenol,Di
A0A1C5LGL2,2_aminophenol,Mono
A0A1C5LGL2,2_aminophenol,Tri
A0A1C5LGL2,3_methoxytyramine,Di
A0A1C5LGL2,3_methoxytyramine,Mono
A0A1C5LGL2,3_methoxytyramine,Tri
A0A1C5LGL2,alanine,Di
A0A1C5LGL2,alanine,Mono
A0A1C5LGL2,alanine,Tri
A0A1C5LGL2,arginine,Di
A0A1C5LGL2,arginine,Mono
A0A1C5LGL2,arginine,Tri
A0A1C5LGL2,asparagine,Di
A0A1C5LGL2,asparagine,Mono
A0A1C5LGL2,asparagine,Tri
A0A1C5LGL2,cadaverine,Di
A0A1C5LGL2,cadaverine,Mono
A0A1C5LGL2,cadaverine,Tri
A0A1C5LGL2,citrulline,Di
A0A1C5LGL2,citrulline,Mono
A0A1C5LGL2,citrulline,Tri
A0A1C5LGL2,cystine,Di
A0A1C5LGL2,cystine,Mono
A0A1C5LGL2,cystine,Tri
A0A1C5LGL2,dopamine,Di
A0A1C5LGL2,dopamine,Mono
A0A1C5LGL2,dopamine,Tri
A0A1C5LGL2,gaba,Di
A0A1C5LGL2,gaba,Mono
A0A1C5LGL2,gaba,Tri
A0A1C5LGL2,glutamine,Di
A0A1C5LGL2,glutamine,Mono
A0A1C5LGL2,glutamine,Tri
A0A1C5LGL2,glyglycine,Di
A0A1C5LGL2,glyglycine,Mono
A0A1C5LGL2,glyglycine,Tri
A0A1C5LGL2,histidine,Di
A0A1C5LGL2,histidine,Mono
A0A1C5LGL2,histidine,Tri
A0A1C5LGL2,lysine,Di
A0A1C5LGL2,lysine,Mono
A0A1C5LGL2,lysine,Tri
A0A1C5LGL2,methionine,Di
A0A1C5LGL2,methionine,Mono
A0A1C5LGL2,methionine,Tri
A0A1C5LGL2,ornithine,Di
A0A1C5LGL2,ornithine,Mono
A0A1C5LGL2,ornithine,Tri
A0A1C5LGL2,phenylalanine,Di
A0A1C5LGL2,phenylalanine,Mono
A0A1C5LGL2,phenylalanine,Tri
A0A1C5LGL2,proline,Di
A0A1C5LGL2,proline,Mono
A0A1C5LGL2,proline,Tri
A0A1C5LGL2,putrescine,Di
A0A1C5LGL2,putrescine,Mono
A0A1C5LGL2,putrescine,Tri
A0A1C5LGL2,serine,Di
A0A1C5LGL2,serine,Mono
A0A1C5LGL2,serine,Tri
A0A1C5LGL2,serotonin,Di
A0A1C5LGL2,serotonin,Mono
A0A1C5LGL2,serotonin,Tri
A0A1C5LGL2,threonine,Di
A0A1C5LGL2,threonine,Mono
A0A1C5LGL2,threonine,Tri
A0A1C5LGL2,tryptamine,Di
A0A1C5LGL2,tryptamine,Mono
A0A1C5LGL2,tryptamine,Tri
A0A1C5LGL2,tyramine,Di
A0A1C5LGL2,tyramine,Mono
A0A1C5LGL2,tyramine,Tri
A0A1C5M2J2,"2,3_diaminopropionic acid",Di
A0A1C5M2J2,"2,3_diaminopropionic acid",Mono
A0A1C5M2J2,"2,3_diaminopropionic acid",Tri
A0A1C5M2J2,2_aminophenol,Di
A0A1C5M2J2,2_aminophenol,Mono
A0A1C5M2J2,2_aminophenol,Tri
A0A1C5M2J2,3_methoxytyramine,Di
A0A1C5M2J2,3_methoxytyramine,Mono
A0A1C5M2J2,3_methoxytyramine,Tri
A0A1C5M2J2,alanine,Di
A0A1C5M2J2,alanine,Mono
A0A1C5M2J2,alanine,Tri
A0A1C5M2J2,arginine,Di
A0A1C5M2J2,arginine,Mono
A0A1C5M2J2,arginine,Tri
A0A1C5M2J2,asparagine,Di
A0A1C5M2J2,asparagine,Mono
A0A1C5M2J2,asparagine,Tri
A0A1C5M2J2,cadaverine,Di
A0A1C5M2J2,cadaverine,Mono
A0A1C5M2J2,cadaverine,Tri
A0A1C5M2J2,citrulline,Di
A0A1C5M2J2,citrulline,Mono
A0A1C5M2J2,citrulline,Tri
A0A1C5M2J2,cystine,Di
A0A1C5M2J2,cystine,Mono
A0A1C5M2J2,cystine,Tri
A0A1C5M2J2,dopamine,Di
A0A1C5M2J2,dopamine,Mono
A0A1C5M2J2,dopamine,Tri
A0A1C5M2J2,gaba,Di
A0A1C5M2J2,gaba,Mono
A0A1C5M2J2,gaba,Tri
A0A1C5M2J2,glutamine,Di
A0A1C5M2J2,glutamine,Mono
A0A1C5M2J2,glutamine,Tri
A0A1C5M2J2,glyglycine,Di
A0A1C5M2J2,glyglycine,Mono
