Enzyme,Amine,Hydroxyl
A0A1C6E6X3,2_aminophenol,Tri
A0A1C6E6X3,3_methoxytyramine,Di
A0A1C6E6X3,3_methoxytyramine,Mono
A0A1C6E6X3,3_methoxytyramine,Tri
A0A1C6E6X3,alanine,Di
A0A1C6E6X3,alanine,Mono
A0A1C6E6X3,alanine,Tri
A0A1C6E6X3,arginine,Di
A0A1C6E6X3,arginine,Mono
A0A1C6E6X3,arginine,Tri
A0A1C6E6X3,asparagine,Di
A0A1C6E6X3,asparagine,Mono
A0A1C6E6X3,asparagine,Tri
A0A1C6E6X3,cadaverine,Di
A0A1C6E6X3,cadaverine,Mono
A0A1C6E6X3,cadaverine,Tri
A0A1C6E6X3,citrulline,Di
A0A1C6E6X3,citrulline,Mono
A0A1C6E6X3,citrulline,Tri
A0A1C6E6X3,cystine,Di
A0A1C6E6X3,cystine,Mono
A0A1C6E6X3,cystine,Tri
A0A1C6E6X3,dopamine,Di
A0A1C6E6X3,dopamine,Mono
A0A1C6E6X3,dopamine,Tri
A0A1C6E6X3,gaba,Di
A0A1C6E6X3,gaba,Mono
A0A1C6E6X3,gaba,Tri
A0A1C6E6X3,glutamine,Di
A0A1C6E6X3,glutamine,Mono
A0A1C6E6X3,glutamine,Tri
A0A1C6E6X3,glyglycine,Di
A0A1C6E6X3,glyglycine,Mono
A0A1C6E6X3,glyglycine,Tri
A0A1C6E6X3,histidine,Di
A0A1C6E6X3,histidine,Mono
A0A1C6E6X3,histidine,Tri
A0A1C6E6X3,lysine,Di
A0A1C6E6X3,lysine,Mono
A0A1C6E6X3,lysine,Tri
A0A1C6E6X3,methionine,Di
A0A1C6E6X3,methionine,Mono
A0A1C6E6X3,methionine,Tri
A0A1C6E6X3,ornithine,Di
A0A1C6E6X3,ornithine,Mono
A0A1C6E6X3,ornithine,Tri
A0A1C6E6X3,phenylalanine,Di
A0A1C6E6X3,phenylalanine,Mono
A0A1C6E6X3,phenylalanine,Tri
A0A1C6E6X3,proline,Di
A0A1C6E6X3,proline,Mono
A0A1C6E6X3,proline,Tri
A0A1C6E6X3,putrescine,Di
A0A1C6E6X3,putrescine,Mono
A0A1C6E6X3,putrescine,Tri
A0A1C6E6X3,serine,Di
A0A1C6E6X3,serine,Mono
A0A1C6E6X3,serine,Tri
A0A1C6E6X3,serotonin,Di
A0A1C6E6X3,serotonin,Mono
A0A1C6E6X3,serotonin,Tri
A0A1C6E6X3,threonine,Di
A0A1C6E6X3,threonine,Mono
A0A1C6E6X3,threonine,Tri
A0A1C6E6X3,tryptamine,Di
A0A1C6E6X3,tryptamine,Mono
A0A1C6E6X3,tryptamine,Tri
A0A1C6E6X3,tyramine,Di
A0A1C6E6X3,tyramine,Mono
A0A1C6E6X3,tyramine,Tri
A0A1C6E707,"2,3_diaminopropionic acid",Di
A0A1C6E707,"2,3_diaminopropionic acid",Mono
A0A1C6E707,"2,3_diaminopropionic acid",Tri
A0A1C6E707,2_aminophenol,Di
A0A1C6E707,2_aminophenol,Mono
A0A1C6E707,2_aminophenol,Tri
A0A1C6E707,3_methoxytyramine,Di
A0A1C6E707,3_methoxytyramine,Mono
A0A1C6E707,3_methoxytyramine,Tri
A0A1C6E707,alanine,Di
A0A1C6E707,alanine,Mono
A0A1C6E707,alanine,Tri
A0A1C6E707,arginine,Di
A0A1C6E707,arginine,Mono
A0A1C6E707,arginine,Tri
A0A1C6E707,asparagine,Di
A0A1C6E707,asparagine,Mono
A0A1C6E707,asparagine,Tri
A0A1C6E707,cadaverine,Di
A0A1C6E707,cadaverine,Mono
A0A1C6E707,cadaverine,Tri
A0A1C6E707,citrulline,Di
A0A1C6E707,citrulline,Mono
A0A1C6E707,citrulline,Tri
A0A1C6E707,cystine,Di
A0A1C6E707,cystine,Mono
A0A1C6E707,cystine,Tri
A0A1C6E707,dopamine,Di
A0A1C6E707,dopamine,Mono
A0A1C6E707,dopamine,Tri
A0A1C6E707,gaba,Di
A0A1C6E707,gaba,Mono
A0A1C6E707,gaba,Tri
A0A1C6E707,glutamine,Di
A0A1C6E707,glutamine,Mono
A0A1C6E707,glutamine,Tri
A0A1C6E707,glyglycine,Di
A0A1C6E707,glyglycine,Mono
A0A1C6E707,glyglycine,Tri
A0A1C6E707,histidine,Di
A0A1C6E707,histidine,Mono
A0A1C6E707,histidine,Tri
A0A1C6E707,lysine,Di
A0A1C6E707,lysine,Mono
A0A1C6E707,lysine,Tri
A0A1C6E707,methionine,Di
A0A1C6E707,methionine,Mono
A0A1C6E707,methionine,Tri
A0A1C6E707,ornithine,Di
A0A1C6E707,ornithine,Mono
A0A1C6E707,ornithine,Tri
A0A1C6E707,phenylalanine,Di
A0A1C6E707,phenylalanine,Mono
A0A1C6E707,phenylalanine,Tri
A0A1C6E707,proline,Di
A0A1C6E707,proline,Mono
A0A1C6E707,proline,Tri
A0A1C6E707,putrescine,Di
A0A1C6E707,putrescine,Mono
A0A1C6E707,putrescine,Tri
A0A1C6E707,serine,Di
A0A1C6E707,serine,Mono
A0A1C6E707,serine,Tri
A0A1C6E707,serotonin,Di
A0A1C6E707,serotonin,Mono
A0A1C6E707,serotonin,Tri
A0A1C6E707,threonine,Di
A0A1C6E707,threonine,Mono
A0A1C6E707,threonine,Tri
A0A1C6E707,tryptamine,Di
A0A1C6E707,tryptamine,Mono
A0A1C6E707,tryptamine,Tri
A0A1C6E707,tyramine,Di
A0A1C6E707,tyramine,Mono
A0A1C6E707,tyramine,Tri
A0A1C6FDU7,"2,3_diaminopropionic acid",Di
A0A1C6FDU7,"2,3_diaminopropionic acid",Mono
A0A1C6FDU7,"2,3_diaminopropionic acid",Tri
A0A1C6FDU7,2_aminophenol,Di
A0A1C6FDU7,2_aminophenol,Mono
A0A1C6FDU7,2_aminophenol,Tri
A0A1C6FDU7,3_methoxytyramine,Di
A0A1C6FDU7,3_methoxytyramine,Mono
A0A1C6FDU7,3_methoxytyramine,Tri
A0A1C6FDU7,alanine,Di
A0A1C6FDU7,alanine,Mono
A0A1C6FDU7,alanine,Tri
A0A1C6FDU7,arginine,Di
A0A1C6FDU7,arginine,Mono
A0A1C6FDU7,arginine,Tri
A0A1C6FDU7,asparagine,Di
A0A1C6FDU7,asparagine,Mono
A0A1C6FDU7,asparagine,Tri
A0A1C6FDU7,cadaverine,Di
A0A1C6FDU7,cadaverine,Mono
A0A1C6FDU7,cadaverine,Tri
A0A1C6FDU7,citrulline,Di
A0A1C6FDU7,citrulline,Mono
A0A1C6FDU7,citrulline,Tri
A0A1C6FDU7,cystine,Di
A0A1C6FDU7,cystine,Mono
A0A1C6FDU7,cystine,Tri
A0A1C6FDU7,dopamine,Di
A0A1C6FDU7,dopamine,Mono
A0A1C6FDU7,dopamine,Tri
A0A1C6FDU7,gaba,Di
A0A1C6FDU7,gaba,Mono
A0A1C6FDU7,gaba,Tri
A0A1C6FDU7,glutamine,Di
A0A1C6FDU7,glutamine,Mono
A0A1C6FDU7,glutamine,Tri
A0A1C6FDU7,glyglycine,Di
A0A1C6FDU7,glyglycine,Mono
A0A1C6FDU7,glyglycine,Tri
A0A1C6FDU7,histidine,Di
A0A1C6FDU7,histidine,Mono
A0A1C6FDU7,histidine,Tri
A0A1C6FDU7,lysine,Di
A0A1C6FDU7,lysine,Mono
A0A1C6FDU7,lysine,Tri
A0A1C6FDU7,methionine,Di
A0A1C6FDU7,methionine,Mono
A0A1C6FDU7,methionine,Tri
A0A1C6FDU7,ornithine,Di
A0A1C6FDU7,ornithine,Mono
A0A1C6FDU7,ornithine,Tri
A0A1C6FDU7,phenylalanine,Di
A0A1C6FDU7,phenylalanine,Mono
A0A1C6FDU7,phenylalanine,Tri
A0A1C6FDU7,proline,Di
A0A1C6FDU7,proline,Mono
A0A1C6FDU7,proline,Tri
A0A1C6FDU7,putrescine,Di
A0A1C6FDU7,putrescine,Mono
A0A1C6FDU7,putrescine,Tri
A0A1C6FDU7,serine,Di
A0A1C6FDU7,serine,Mono
A0A1C6FDU7,serine,Tri
A0A1C6FDU7,serotonin,Di
A0A1C6FDU7,serotonin,Mono
A0A1C6FDU7,serotonin,Tri
A0A1C6FDU7,threonine,Di
A0A1C6FDU7,threonine,Mono
A0A1C6FDU7,threonine,Tri
A0A1C6FDU7,tryptamine,Di
A0A1C6FDU7,tryptamine,Mono
A0A1C6FDU7,tryptamine,Tri
A0A1C6FDU7,tyramine,Di
A0A1C6FDU7,tyramine,Mono
A0A1C6FDU7,tyramine,Tri
A0A1E3ADP5,"2,3_diaminopropionic acid",Di
A0A1E3ADP5,"2,3_diaminopropionic acid",Mono
A0A1E3ADP5,"2,3_diaminopropionic acid",Tri
A0A1E3ADP5,2_aminophenol,Di
A0A1E3ADP5,2_aminophenol,Mono
A0A1E3ADP5,2_aminophenol,Tri
A0A1E3ADP5,3_methoxytyramine,Di
A0A1E3ADP5,3_methoxytyramine,Mono
A0A1E3ADP5,3_methoxytyramine,Tri
A0A1E3ADP5,alanine,Di
A0A1E3ADP5,alanine,Mono
A0A1E3ADP5,alanine,Tri
A0A1E3ADP5,arginine,Di
A0A1E3ADP5,arginine,Mono
A0A1E3ADP5,arginine,Tri
A0A1E3ADP5,asparagine,Di
A0A1E3ADP5,asparagine,Mono
A0A1E3ADP5,asparagine,Tri
A0A1E3ADP5,cadaverine,Di
A0A1E3ADP5,cadaverine,Mono
A0A1E3ADP5,cadaverine,Tri
A0A1E3ADP5,citrulline,Di
A0A1E3ADP5,citrulline,Mono
A0A1E3ADP5,citrulline,Tri
A0A1E3ADP5,cystine,Di
A0A1E3ADP5,cystine,Mono
A0A1E3ADP5,cystine,Tri
A0A1E3ADP5,dopamine,Di
A0A1E3ADP5,dopamine,Mono
A0A1E3ADP5,dopamine,Tri
A0A1E3ADP5,gaba,Di
A0A1E3ADP5,gaba,Mono
A0A1E3ADP5,gaba,Tri
A0A1E3ADP5,glutamine,Di
A0A1E3ADP5,glutamine,Mono
A0A1E3ADP5,glutamine,Tri
A0A1E3ADP5,glyglycine,Di
A0A1E3ADP5,glyglycine,Mono
A0A1E3ADP5,glyglycine,Tri
A0A1E3ADP5,histidine,Di
A0A1E3ADP5,histidine,Mono
A0A1E3ADP5,histidine,Tri
A0A1E3ADP5,lysine,Di
A0A1E3ADP5,lysine,Mono
A0A1E3ADP5,lysine,Tri
A0A1E3ADP5,methionine,Di
A0A1E3ADP5,methionine,Mono
A0A1E3ADP5,methionine,Tri
A0A1E3ADP5,ornithine,Di
A0A1E3ADP5,ornithine,Mono
A0A1E3ADP5,ornithine,Tri
A0A1E3ADP5,phenylalanine,Di
A0A1E3ADP5,phenylalanine,Mono
A0A1E3ADP5,phenylalanine,Tri
A0A1E3ADP5,proline,Di
A0A1E3ADP5,proline,Mono
A0A1E3ADP5,proline,Tri
A0A1E3ADP5,putrescine,Di
A0A1E3ADP5,putrescine,Mono
A0A1E3ADP5,putrescine,Tri
A0A1E3ADP5,serine,Di
A0A1E3ADP5,serine,Mono
A0A1E3ADP5,serine,Tri
A0A1E3ADP5,serotonin,Di
A0A1E3ADP5,serotonin,Mono
A0A1E3ADP5,serotonin,Tri
A0A1E3ADP5,threonine,Di
A0A1E3ADP5,threonine,Mono
A0A1E3ADP5,threonine,Tri
A0A1E3ADP5,tryptamine,Di
A0A1E3ADP5,tryptamine,Mono
A0A1E3ADP5,tryptamine,Tri
A0A1E3ADP5,tyramine,Di
A0A1E3ADP5,tyramine,Mono
A0A1E3ADP5,tyramine,Tri
A0A1I4P275,"2,3_diaminopropionic acid",Di
A0A1I4P275,"2,3_diaminopropionic acid",Mono
A0A1I4P275,"2,3_diaminopropionic acid",Tri
A0A1I4P275,2_aminophenol,Di
A0A1I4P275,2_aminophenol,Mono
A0A1I4P275,2_aminophenol,Tri
A0A1I4P275,3_methoxytyramine,Di
A0A1I4P275,3_methoxytyramine,Mono
A0A1I4P275,3_methoxytyramine,Tri
A0A1I4P275,alanine,Di
A0A1I4P275,alanine,Mono
A0A1I4P275,alanine,Tri
A0A1I4P275,arginine,Di
A0A1I4P275,arginine,Mono
A0A1I4P275,arginine,Tri
A0A1I4P275,asparagine,Di
A0A1I4P275,asparagine,Mono
A0A1I4P275,asparagine,Tri
A0A1I4P275,cadaverine,Di
A0A1I4P275,cadaverine,Mono
A0A1I4P275,cadaverine,Tri
A0A1I4P275,citrulline,Di
A0A1I4P275,citrulline,Mono
A0A1I4P275,citrulline,Tri
A0A1I4P275,cystine,Di
A0A1I4P275,cystine,Mono
A0A1I4P275,cystine,Tri
A0A1I4P275,dopamine,Di
A0A1I4P275,dopamine,Mono
A0A1I4P275,dopamine,Tri
A0A1I4P275,gaba,Di
A0A1I4P275,gaba,Mono
A0A1I4P275,gaba,Tri
A0A1I4P275,glutamine,Di
A0A1I4P275,glutamine,Mono
A0A1I4P275,glutamine,Tri
A0A1I4P275,glyglycine,Di
A0A1I4P275,glyglycine,Mono
A0A1I4P275,glyglycine,Tri
A0A1I4P275,histidine,Di
A0A1I4P275,histidine,Mono
A0A1I4P275,histidine,Tri
A0A1I4P275,lysine,Di
A0A1I4P275,lysine,Mono
A0A1I4P275,lysine,Tri
A0A1I4P275,methionine,Di
A0A1I4P275,methionine,Mono
A0A1I4P275,methionine,Tri
A0A1I4P275,ornithine,Di
A0A1I4P275,ornithine,Mono
A0A1I4P275,ornithine,Tri
A0A1I4P275,phenylalanine,Di
A0A1I4P275,phenylalanine,Mono
A0A1I4P275,phenylalanine,Tri
A0A1I4P275,proline,Di
A0A1I4P275,proline,Mono
A0A1I4P275,proline,Tri
A0A1I4P275,putrescine,Di
A0A1I4P275,putrescine,Mono
A0A1I4P275,putrescine,Tri
A0A1I4P275,serine,Di
A0A1I4P275,serine,Mono
A0A1I4P275,serine,Tri
A0A1I4P275,serotonin,Di
A0A1I4P275,serotonin,Mono
A0A1I4P275,serotonin,Tri
A0A1I4P275,threonine,Di
A0A1I4P275,threonine,Mono
A0A1I4P275,threonine,Tri
A0A1I4P275,tryptamine,Di
A0A1I4P275,tryptamine,Mono
A0A1I4P275,tryptamine,Tri
A0A1I4P275,tyramine,Di
A0A1I4P275,tyramine,Mono
A0A1I4P275,tyramine,Tri
A0A1M3L7G3,"2,3_diaminopropionic acid",Di
A0A1M3L7G3,"2,3_diaminopropionic acid",Mono
A0A1M3L7G3,"2,3_diaminopropionic acid",Tri
A0A1M3L7G3,2_aminophenol,Di
A0A1M3L7G3,2_aminophenol,Mono
A0A1M3L7G3,2_aminophenol,Tri
A0A1M3L7G3,3_methoxytyramine,Di
A0A1M3L7G3,3_methoxytyramine,Mono
A0A1M3L7G3,3_methoxytyramine,Tri
A0A1M3L7G3,alanine,Di
A0A1M3L7G3,alanine,Mono
A0A1M3L7G3,alanine,Tri
A0A1M3L7G3,arginine,Di
A0A1M3L7G3,arginine,Mono
A0A1M3L7G3,arginine,Tri
A0A1M3L7G3,asparagine,Di
A0A1M3L7G3,asparagine,Mono
A0A1M3L7G3,asparagine,Tri
A0A1M3L7G3,cadaverine,Di
A0A1M3L7G3,cadaverine,Mono
A0A1M3L7G3,cadaverine,Tri
A0A1M3L7G3,citrulline,Di
A0A1M3L7G3,citrulline,Mono
A0A1M3L7G3,citrulline,Tri
A0A1M3L7G3,cystine,Di
A0A1M3L7G3,cystine,Mono
A0A1M3L7G3,cystine,Tri
A0A1M3L7G3,dopamine,Di
A0A1M3L7G3,dopamine,Mono
A0A1M3L7G3,dopamine,Tri
A0A1M3L7G3,gaba,Di
A0A1M3L7G3,gaba,Mono
A0A1M3L7G3,gaba,Tri
A0A1M3L7G3,glutamine,Di
A0A1M3L7G3,glutamine,Mono
A0A1M3L7G3,glutamine,Tri
A0A1M3L7G3,glyglycine,Di
A0A1M3L7G3,glyglycine,Mono
A0A1M3L7G3,glyglycine,Tri
A0A1M3L7G3,histidine,Di
A0A1M3L7G3,histidine,Mono
A0A1M3L7G3,histidine,Tri
A0A1M3L7G3,lysine,Di
A0A1M3L7G3,lysine,Mono
A0A1M3L7G3,lysine,Tri
A0A1M3L7G3,methionine,Di
A0A1M3L7G3,methionine,Mono
A0A1M3L7G3,methionine,Tri
A0A1M3L7G3,ornithine,Di
A0A1M3L7G3,ornithine,Mono
A0A1M3L7G3,ornithine,Tri
A0A1M3L7G3,phenylalanine,Di
A0A1M3L7G3,phenylalanine,Mono
A0A1M3L7G3,phenylalanine,Tri
A0A1M3L7G3,proline,Di
A0A1M3L7G3,proline,Mono
A0A1M3L7G3,proline,Tri
A0A1M3L7G3,putrescine,Di
A0A1M3L7G3,putrescine,Mono
A0A1M3L7G3,putrescine,Tri
A0A1M3L7G3,serine,Di
A0A1M3L7G3,serine,Mono
A0A1M3L7G3,serine,Tri
A0A1M3L7G3,serotonin,Di
A0A1M3L7G3,serotonin,Mono
A0A1M3L7G3,serotonin,Tri
A0A1M3L7G3,threonine,Di
A0A1M3L7G3,threonine,Mono
A0A1M3L7G3,threonine,Tri
A0A1M3L7G3,tryptamine,Di
A0A1M3L7G3,tryptamine,Mono
A0A1M3L7G3,tryptamine,Tri
A0A1M3L7G3,tyramine,Di
A0A1M3L7G3,tyramine,Mono
A0A1M3L7G3,tyramine,Tri
A0A1Q6E5Z9,"2,3_diaminopropionic acid",Di
A0A1Q6E5Z9,"2,3_diaminopropionic acid",Mono
A0A1Q6E5Z9,"2,3_diaminopropionic acid",Tri
A0A1Q6E5Z9,2_aminophenol,Di
A0A1Q6E5Z9,2_aminophenol,Mono
A0A1Q6E5Z9,2_aminophenol,Tri
A0A1Q6E5Z9,3_methoxytyramine,Di
A0A1Q6E5Z9,3_methoxytyramine,Mono
A0A1Q6E5Z9,3_methoxytyramine,Tri
A0A1Q6E5Z9,alanine,Di
A0A1Q6E5Z9,alanine,Mono
A0A1Q6E5Z9,alanine,Tri
A0A1Q6E5Z9,arginine,Di
A0A1Q6E5Z9,arginine,Mono
A0A1Q6E5Z9,arginine,Tri
A0A1Q6E5Z9,asparagine,Di
A0A1Q6E5Z9,asparagine,Mono
A0A1Q6E5Z9,asparagine,Tri
A0A1Q6E5Z9,cadaverine,Di
A0A1Q6E5Z9,cadaverine,Mono
A0A1Q6E5Z9,cadaverine,Tri
A0A1Q6E5Z9,citrulline,Di
A0A1Q6E5Z9,citrulline,Mono
A0A1Q6E5Z9,citrulline,Tri
A0A1Q6E5Z9,cystine,Di
A0A1Q6E5Z9,cystine,Mono
A0A1Q6E5Z9,cystine,Tri
A0A1Q6E5Z9,dopamine,Di
A0A1Q6E5Z9,dopamine,Mono
A0A1Q6E5Z9,dopamine,Tri
A0A1Q6E5Z9,gaba,Di
A0A1Q6E5Z9,gaba,Mono
A0A1Q6E5Z9,gaba,Tri
A0A1Q6E5Z9,glutamine,Di
A0A1Q6E5Z9,glutamine,Mono
A0A1Q6E5Z9,glutamine,Tri
A0A1Q6E5Z9,glyglycine,Di
A0A1Q6E5Z9,glyglycine,Mono
A0A1Q6E5Z9,glyglycine,Tri
A0A1Q6E5Z9,histidine,Di
A0A1Q6E5Z9,histidine,Mono
A0A1Q6E5Z9,histidine,Tri
A0A1Q6E5Z9,lysine,Di
A0A1Q6E5Z9,lysine,Mono
A0A1Q6E5Z9,lysine,Tri
A0A1Q6E5Z9,methionine,Di
A0A1Q6E5Z9,methionine,Mono
A0A1Q6E5Z9,methionine,Tri
A0A1Q6E5Z9,ornithine,Di
A0A1Q6E5Z9,ornithine,Mono
A0A1Q6E5Z9,ornithine,Tri
A0A1Q6E5Z9,phenylalanine,Di
A0A1Q6E5Z9,phenylalanine,Mono
A0A1Q6E5Z9,phenylalanine,Tri
A0A1Q6E5Z9,proline,Di
A0A1Q6E5Z9,proline,Mono
A0A1Q6E5Z9,proline,Tri
A0A1Q6E5Z9,putrescine,Di
A0A1Q6E5Z9,putrescine,Mono
A0A1Q6E5Z9,putrescine,Tri
A0A1Q6E5Z9,serine,Di
A0A1Q6E5Z9,serine,Mono
A0A1Q6E5Z9,serine,Tri
A0A1Q6E5Z9,serotonin,Di
A0A1Q6E5Z9,serotonin,Mono
A0A1Q6E5Z9,serotonin,Tri
A0A1Q6E5Z9,threonine,Di
A0A1Q6E5Z9,threonine,Mono
A0A1Q6E5Z9,threonine,Tri
A0A1Q6E5Z9,tryptamine,Di
A0A1Q6E5Z9,tryptamine,Mono
A0A1Q6E5Z9,tryptamine,Tri
A0A1Q6E5Z9,tyramine,Di
A0A1Q6E5Z9,tyramine,Mono
A0A1Q6E5Z9,tyramine,Tri
A0A1Q6F0C9,"2,3_diaminopropionic acid",Di
A0A1Q6F0C9,"2,3_diaminopropionic acid",Mono
A0A1Q6F0C9,"2,3_diaminopropionic acid",Tri
A0A1Q6F0C9,2_aminophenol,Di
A0A1Q6F0C9,2_aminophenol,Mono
A0A1Q6F0C9,2_aminophenol,Tri
A0A1Q6F0C9,3_methoxytyramine,Di
A0A1Q6F0C9,3_methoxytyramine,Mono
A0A1Q6F0C9,3_methoxytyramine,Tri
A0A1Q6F0C9,alanine,Di
A0A1Q6F0C9,alanine,Mono
A0A1Q6F0C9,alanine,Tri
A0A1Q6F0C9,arginine,Di
A0A1Q6F0C9,arginine,Mono
A0A1Q6F0C9,arginine,Tri
A0A1Q6F0C9,asparagine,Di
A0A1Q6F0C9,asparagine,Mono
A0A1Q6F0C9,asparagine,Tri
A0A1Q6F0C9,cadaverine,Di
A0A1Q6F0C9,cadaverine,Mono
A0A1Q6F0C9,cadaverine,Tri
A0A1Q6F0C9,citrulline,Di
A0A1Q6F0C9,citrulline,Mono
A0A1Q6F0C9,citrulline,Tri
A0A1Q6F0C9,cystine,Di
A0A1Q6F0C9,cystine,Mono
A0A1Q6F0C9,cystine,Tri
A0A1Q6F0C9,dopamine,Di
A0A1Q6F0C9,dopamine,Mono
A0A1Q6F0C9,dopamine,Tri
A0A1Q6F0C9,gaba,Di
A0A1Q6F0C9,gaba,Mono
A0A1Q6F0C9,gaba,Tri
A0A1Q6F0C9,glutamine,Di
A0A1Q6F0C9,glutamine,Mono
A0A1Q6F0C9,glutamine,Tri
A0A1Q6F0C9,glyglycine,Di
A0A1Q6F0C9,glyglycine,Mono
A0A1Q6F0C9,glyglycine,Tri
A0A1Q6F0C9,histidine,Di
A0A1Q6F0C9,histidine,Mono
A0A1Q6F0C9,histidine,Tri
A0A1Q6F0C9,lysine,Di
A0A1Q6F0C9,lysine,Mono
A0A1Q6F0C9,lysine,Tri
A0A1Q6F0C9,methionine,Di
A0A1Q6F0C9,methionine,Mono
A0A1Q6F0C9,methionine,Tri
A0A1Q6F0C9,ornithine,Di
A0A1Q6F0C9,ornithine,Mono
A0A1Q6F0C9,ornithine,Tri
A0A1Q6F0C9,phenylalanine,Di
A0A1Q6F0C9,phenylalanine,Mono
A0A1Q6F0C9,phenylalanine,Tri
A0A1Q6F0C9,proline,Di
A0A1Q6F0C9,proline,Mono
A0A1Q6F0C9,proline,Tri
A0A1Q6F0C9,putrescine,Di
A0A1Q6F0C9,putrescine,Mono
A0A1Q6F0C9,putrescine,Tri
A0A1Q6F0C9,serine,Di
A0A1Q6F0C9,serine,Mono
A0A1Q6F0C9,serine,Tri
A0A1Q6F0C9,serotonin,Di
A0A1Q6F0C9,serotonin,Mono
A0A1Q6F0C9,serotonin,Tri
A0A1Q6F0C9,threonine,Di
A0A1Q6F0C9,threonine,Mono
A0A1Q6F0C9,threonine,Tri
A0A1Q6F0C9,tryptamine,Di
A0A1Q6F0C9,tryptamine,Mono
A0A1Q6F0C9,tryptamine,Tri
A0A1Q6F0C9,tyramine,Di
A0A1Q6F0C9,tyramine,Mono
A0A1Q6F0C9,tyramine,Tri
A0A1Q6JXM9,"2,3_diaminopropionic acid",Di
A0A1Q6JXM9,"2,3_diaminopropionic acid",Mono
A0A1Q6JXM9,"2,3_diaminopropionic acid",Tri
A0A1Q6JXM9,2_aminophenol,Di
A0A1Q6JXM9,2_aminophenol,Mono
A0A1Q6JXM9,2_aminophenol,Tri
A0A1Q6JXM9,3_methoxytyramine,Di
A0A1Q6JXM9,3_methoxytyramine,Mono
A0A1Q6JXM9,3_methoxytyramine,Tri
A0A1Q6JXM9,alanine,Di
A0A1Q6JXM9,alanine,Mono
A0A1Q6JXM9,alanine,Tri
A0A1Q6JXM9,arginine,Di
A0A1Q6JXM9,arginine,Mono
A0A1Q6JXM9,arginine,Tri
A0A1Q6JXM9,asparagine,Di
A0A1Q6JXM9,asparagine,Mono
A0A1Q6JXM9,asparagine,Tri
A0A1Q6JXM9,cadaverine,Di
A0A1Q6JXM9,cadaverine,Mono
A0A1Q6JXM9,cadaverine,Tri
A0A1Q6JXM9,citrulline,Di
A0A1Q6JXM9,citrulline,Mono
A0A1Q6JXM9,citrulline,Tri
A0A1Q6JXM9,cystine,Di
A0A1Q6JXM9,cystine,Mono
A0A1Q6JXM9,cystine,Tri
A0A1Q6JXM9,dopamine,Di
A0A1Q6JXM9,dopamine,Mono
A0A1Q6JXM9,dopamine,Tri
A0A1Q6JXM9,gaba,Di
A0A1Q6JXM9,gaba,Mono
A0A1Q6JXM9,gaba,Tri
A0A1Q6JXM9,glutamine,Di
A0A1Q6JXM9,glutamine,Mono
A0A1Q6JXM9,glutamine,Tri
A0A1Q6JXM9,glyglycine,Di
A0A1Q6JXM9,glyglycine,Mono
A0A1Q6JXM9,glyglycine,Tri
A0A1Q6JXM9,histidine,Di
A0A1Q6JXM9,histidine,Mono
A0A1Q6JXM9,histidine,Tri
A0A1Q6JXM9,lysine,Di
A0A1Q6JXM9,lysine,Mono
A0A1Q6JXM9,lysine,Tri
A0A1Q6JXM9,methionine,Di
A0A1Q6JXM9,methionine,Mono
A0A1Q6JXM9,methionine,Tri
A0A1Q6JXM9,ornithine,Di
A0A1Q6JXM9,ornithine,Mono
A0A1Q6JXM9,ornithine,Tri
A0A1Q6JXM9,phenylalanine,Di
A0A1Q6JXM9,phenylalanine,Mono
A0A1Q6JXM9,phenylalanine,Tri
A0A1Q6JXM9,proline,Di
A0A1Q6JXM9,proline,Mono
A0A1Q6JXM9,proline,Tri
A0A1Q6JXM9,putrescine,Di
A0A1Q6JXM9,putrescine,Mono
A0A1Q6JXM9,putrescine,Tri
A0A1Q6JXM9,serine,Di
A0A1Q6JXM9,serine,Mono
A0A1Q6JXM9,serine,Tri
A0A1Q6JXM9,serotonin,Di
A0A1Q6JXM9,serotonin,Mono
A0A1Q6JXM9,serotonin,Tri
A0A1Q6JXM9,threonine,Di
A0A1Q6JXM9,threonine,Mono
A0A1Q6JXM9,threonine,Tri
A0A1Q6JXM9,tryptamine,Di
A0A1Q6JXM9,tryptamine,Mono
A0A1Q6JXM9,tryptamine,Tri
A0A1Q6JXM9,tyramine,Di
A0A1Q6JXM9,tyramine,Mono
A0A1Q6JXM9,tyramine,Tri
A0A1Q6K9G3,"2,3_diaminopropionic acid",Di
A0A1Q6K9G3,"2,3_diaminopropionic acid",Mono
A0A1Q6K9G3,"2,3_diaminopropionic acid",Tri
A0A1Q6K9G3,2_aminophenol,Di
A0A1Q6K9G3,2_aminophenol,Mono
A0A1Q6K9G3,2_aminophenol,Tri
A0A1Q6K9G3,3_methoxytyramine,Di
A0A1Q6K9G3,3_methoxytyramine,Mono
A0A1Q6K9G3,3_methoxytyramine,Tri
A0A1Q6K9G3,alanine,Di
A0A1Q6K9G3,alanine,Mono
A0A1Q6K9G3,alanine,Tri
A0A1Q6K9G3,arginine,Di
A0A1Q6K9G3,arginine,Mono
A0A1Q6K9G3,arginine,Tri
A0A1Q6K9G3,asparagine,Di
A0A1Q6K9G3,asparagine,Mono
A0A1Q6K9G3,asparagine,Tri
A0A1Q6K9G3,cadaverine,Di
A0A1Q6K9G3,cadaverine,Mono
A0A1Q6K9G3,cadaverine,Tri
A0A1Q6K9G3,citrulline,Di
A0A1Q6K9G3,citrulline,Mono
